,Season,Episode,Scene,Scene_Start,Scene_End,Speaking_Chararacters,Appearing_Characters,Scene_Tiitles,Specific_Stories,Scene_Texts,Scene_Keybords,Scene_Entities,MRS,Scene_Links,Scene_on_Video,Scene_Topics
354,2,7,354,866.08,921.6,"sansa_stark,sandor_clegane","sandor_clegane,sansa_stark",Sansa Stark's Journey,Sansa Stark-Sansa and Sandor,"I beg pardon, ser. I should have come to you after to thank you for saving me. You were so brave. Brave? A dog Does it give you joy to scare people? No, it gives me joy to kill people. (gasps) Spare me. You ca not tell me Lord Eddard Stark of Winterfell never killed a man. It was his duty. He never liked it. Is that what he told you? He lied. Killing is the sweetest thing there is. Why are you always so hateful? You will be glad of the hateful things I do someday when you are queenand I am all that stands between you and your beloved king.",give joy kill brave people queenand hate thing,"['eddard_stark', 'winterfell', 'winterfell', 'winterfell']",0,2E06S17,8,[9]
355,2,7,355,921.6,974.6,"xaro_xhoan_daxos,daenerys_targaryen","daenerys_targaryen,xaro_xhoan_daxos",Daenerys Targaryen's claim to the throne,Daenerys Targaryen- Daenerys at Qarth-Daenerys and her dragons,"I have demanded a meeting of the Thirteen. One of them did this or knows who did. You are one of the Thirteen. If I wanted your dragons, I would have taken them. They mean nothing to me on their own. Nothing? They are more valuable than anything in the world. Shall we look inside my vault and see what selling your dragons would buy me I cannot buy already? We will get them back. There is no we, so why would you help me get them back? I took you under my protection in front of the rulers of my city. A man is what others say he is and no more. If they say that Xaro Xhoan Daxos is a liar, my word is worth nothing. I cannot let this thing happen to you under my roof. But it did happen under your roof. Khaleesi, many times in my life, I have been I do not care where you have been.",dragon roof noth happen get cannot meet thirteen buy,"['khaleesi_handmaiden_1', 'davos_seaworth']",0,2E06S19,9,[1]
356,2,7,356,974.6,1067.76,"jon_snow,ygritte","ygritte,jon_snow",Jon Snow as Lord Commander-Jon Snow and Ygritte relationship,Jon Snow -Jon as night's watch-Jon and Ygritte,"You think we are savages because we do not live in stone castles. We ca not make steel as good as yours, it true, but We are free. If someone tried to tell us we could not lie down as man and woman, we would shove a spear up his arse. We do not go serving some shit king who only king because his father was. No. No, you serve Mance Rayder, the King beyond the Wall. We chose Mance Rayder to lead us. He was a crow, same as you, but he wanted to be free. You could be free, too. You do not need to live your whole life taking commands from old men. Wake up when you want to wake up. I could show you the streams to fish, the woods to hunt. Build yourself a cabin and find a woman to lie with in the night. You are a pretty lad. The girls would claw each other eyes out to get naked with you. Walk. I could teach you how to do it. I know how to do it. You know nothing, Jon Snow.",woman wake free lie mance rayder could men,"['jon_snow', 'mance_rayder', 'wall', 'wall', 'wall']",0,2E07S6,10,[9]
357,2,7,357,1067.76,1245.16,"rickard_karstark,robb_stark,talisa_stark,alton_lannister,roose_bolton","alton_lannister,rickard_karstark,torrhen_karstark,talisa_maegyr,roose_bolton,robb_stark",Robb Stark as a king in the north-Robb Stark and Talisa relationship,Robb Stark-Robb as a king in the north-Robb against Lannisters,"And what did she say? She admired your spirit, Your Grace. And what then? She If every man were held accountable for the actions of every distant relative, Ser Alton, we would all hang. She tore the paper in half, Your Grace. You have acted with honor. I thank you for it. Lord Karstark, see that Ser Alton pen is clean, and give him a hot supper. Ser Alton pen is occupied, Your Grace. The prisoners from the Yellow Fork. Too many prisoners. Is there room for Ser Alton? Does he need to lie down? Have the men build him a new pen. Put him in with the Kingslayer for now. Have your boy watch over them. Torrhen. That will be all. Your Grace. A minute of your time? I have been treating your wounded men. And my enemies, as some of my bannermen are fond of mentioning. They are not my enemies. That what I tell my bannermen. I have already run through the supplies I brought with me. Some are easily replaced. Egg yolks, turpentine, oil of roses. But some are not. I need silk for stitching. I need fennel root for those with fever, willow bark. Mostly I need milk of the poppy. You saw what it was like to amputate a foot without any. I assume there will be more loss of limb before this war is over. If you need help finding these I know where to find them. I am sorry, I should not interrupt you. Continue, my lady. You are riding to the Crag to negotiate a surrender? Yes. The Crag will have a maester and he will have what I need. I expect he will. If I could write a list. Come with me to the Crag. I do not think that will be Let the maester show you his stores. I want the wounded men to be treated well, all the wounded men.",crag wound need pen ser alton grace,"['bran_stark', 'karstark_soldier_1', 'torrhen_karstark', 'alton_lannister', 'yellow fork', 'kingslayer', 'crag', 'yellow fork', 'kingslayer', 'crag', 'yellow fork', 'kingslayer', 'crag']",0,2E06S15,11,[17]
358,2,7,358,1245.16,1340.64,"dagmer_cleftjaw,maester_luwin,theon_greyjoy","theon_greyjoy,winterfell_shepherd,dagmer_cleftjaw,maester_luwin",Theon Greyjoy's journey,"Theon Greyjoy-Theon invade winterfell, Bran Stark-Bran scaped from Theon","Children, come inside,. Come on. Hurry up! Ca not find anything, ser. They have lost the scent. Try again. We have circled this farmhouse twice. There no sign of them. We could start the search fresh in the morning, my lord. I am looking at spending the rest of my life being treated like a fool and a eunuch by my own people. Ask yourself, is there anything I would not do to stop that from happening? The hounds will find the scent again. I will beat them until they do. I will whip every man here until I have both those boys in hand. And once I have got them, the pampered little shits It better to be cruel than weak. Prince Theon. Where are they? Who, m'lord? The Stark boys. Where are they? I do not know. I seen no one. Think harder. I swear, m'lord. I do not know. My lord, over here. I think I have found what we are looking for. Send the old man home. Go back to Winterfell. Take him back. Theon, do not do this.",lord treat think spend scent would whip theon rest anyth,['winterfell_shepherd'],0,2E07S4,12,[13]
359,2,7,359,1340.64,1481.72,"jorah_mormont,daenerys_targaryen","jorah_mormont,daenerys_targaryen","Daenerys Targaryen's claim to the throne,Jorah Mormont's journey",Daenerys Targaryen- Daenerys at Qarth-Daenerys and Jorah,"You came back. As soon as I heard. Do you know anything? Irri is dead. I know. She was a good She dead. She died alone. She died for me and I could not protect her. Doreah? We ca not find her. She must be dead, too. I led my people out of the Red Waste and into the slaughterhouse. I should have been here. You went to find me a ship. My place is by your side. I should not have left you alone with these people. "" These people ""? They are not to be trusted. And who is to be trusted? Who are my people? The Targaryens? I only knew one, my brother The Dothraki? Most of them turned on me the day that Khal Drogo fell from his horse. Your people are in Westeros. The people in Westeros do not know I am alive. They will soon enough. And then what? They will pray for my return? They will wave dragon banners and shout my name? That what my brother You are not your brother Trust me, Khaleesi. There it is. "" Trust me. "" And it you I should trust, Ser Jorah? Only you? I do not need trust any longer. I do not want it and I do not have room for it. You are too young to be so And you are too familiar. Forgive me, Khaleesi. No one can survive in this world without help. No one. Let me help you, please. Tell me how. Find my dragons.",dragon trust dead people brother khaleesi find soon alone,"['khal_drogo', 'khaleesi_handmaiden_1', 'irri', 'doreah', 'red waste', 'the targaryens', 'westeros', 'westeros', 'red waste', 'the targaryens', 'westeros', 'westeros', 'red waste', 'the targaryens', 'westeros', 'westeros']",0,2E07S9,13,[9]
360,2,7,360,1481.72,1631.72,"jon_snow,ygritte","ygritte,jon_snow",Jon Snow as Lord Commander-Jon Snow and Ygritte relationship,Jon Snow -Jon as night's watch-Jon and Ygritte,"How long till we get back to your crows? We are close. What, a day? A half-day? You do not know, do you? Do you even know where they are? We are close. What do you think they will say when they hear about you and me? Nothing happened between you and me. "" I swear it, Old Master King Crow, ser, "" we were only close together for warmth. "" And then I felt it, right up against me backside like a club. "" I can show you the bruise on me tailbone. "" And before I knew what was where, his his "" Well, it was all out in the open, all angry as you like. "" And I did not want to want it, but oh, I did! "" And he spread me legs and ruined. "" The shame of it. "" Now I can never marry a perfumed lord. "" What will me poor savage father say? "" Turn back around. "" And I thought that we were done, but he said, "" 'Turn back around. "" I will tell you what, Jon Snow. Since it gonna be your word against mine, and since you ca not talk about it without blushing, we may as well just What, right here in the muck? I will keep you warm enough. Are you that afraid of it? That enough. It nice and wet and warm. Enough! It do not have teeth. All right! All right. Gods, you are dull. Should have took me while you had the chance.",warm right turn enough back close crow,['jon_snow'],1,2E07S10,14,[12]
361,2,7,361,1631.72,1648.44,"sansa_stark,shae","sansa_stark,shae",Sansa Stark's Journey,Sansa Stark-Sansa and Shae,"No, no! No. Oh, no. It all right. Give me that. If the Queen Help me flip it over.",give oh help right queen flip,[],0,2E07S8,15,[10]
362,2,7,362,1648.44,1728.44,shae,"handmaid,shae",Sansa Stark's Journey,Sansa Stark-Sansa and Shae,Where are you going? To tell Her Grace. You will say nothing to anyone. Do you understand?,go noth anyone say understand tell grace,[],0,2E07S15,16,[19]
363,2,7,363,1728.44,1886.96,"sansa_stark,cersei_lannister","handmaid,sandor_clegane,cersei_lannister,shae,sansa_stark","Sansa Stark's Journey,Cersei Lannister as Queen","Sansa and Joffrey-Wedding between Joffrey Baratheon and Sansa Stark,Sansa Stark-Sansa and Cersei","Your mother You flowered, my dear. No more. My mother In what way? I thought it would be less Less messy. Wait until you birth a child. You are a woman now. Do you have any idea what that means? I am fit to bear children for the king A prospect that once delighted you, bringing little princes and princesses into the world, the greatest honor for a queen. (nods) Joffrey has always been difficult. Even his birth, I labored a day and a half to bring him into this world. You cannot imagine the pain. I screamed so loudly, I was sure Robert would hear me in the Kingswood. His Grace was not with you? Robert was hunting. That was his custom. Whenever my time was near, my royal husband And when he returned, he would present me with some pelts or a stag head, and I would present him with a baby. Not that I wanted him there, mind you. I had Grand Maester Pycelle, an army of midwives, and I had my brother When they told Jaime he was not allowed in the birthing room, he smiled and asked which one of them proposed to keep him out. Joffrey will show you no such devotion. You may never love the king I love His Grace with all my heart. That so very touching to hear. Permit me to share some womanly wisdom with you on this very special day. The more people you love, the weaker you are. You will do things for them that you know you should not do. You will act the fool to make them happy, to keep them safe. Love no one but your children. On that front, a mother has no choice. But should not I love Joffrey, Your Grace? You can try, little dove.",present birth would mother joffrey love world child grace,"['jaime_lannister', 'joffrey_baratheon', 'robert_baratheon', 'kingswood', 'pycelle maester grand', 'kingswood', 'grand maester pycelle', 'kingswood', 'grand maester pycelle']",0,2E07S16,17,[11]
364,2,7,364,1886.96,2268.36,"alton_lannister,jaime_lannister","alton_lannister,torrhen_karstark,jaime_lannister","Robb Stark as a king in the north,Jaime Lannister deeds",Robb Stark-Robb as a king in the north-Jaime inprisoned by Robb,"Who did you say your mother was again? Cinda Lannister. Is she the fat one? Well, perhaps she gotten a little larger than she No, no. There only one fat Lannister. If she was your mother, you would know it. I squired for you once, you know. When? The tournament, the day of Willem Frey wedding. I went to Willem Frey wedding? You did. Your squire had gotten so drunk the night before that he threw up. He threw up on his horse on the way to the tourney grounds. What was his name? Bryan. Poor lad. That was my brother I remember you. You would never squired for anyone before. That right. I ran up and volunteered. "" Let me, my lord. Let me. "" My father was furious. Afraid I would embarrass our family in front of the Family. You did not, though. You really remember? You knew when you were needed and when to go away. It a rare talent. Most of my squires, they mean well, but young men with big jobs, they tend to overdo them. When I think back to that day Shh! You were saying? I Never mind. It embarrassing. More embarrassing than being chained to a post covered in your own shit? I remember everything about that day, your helmet, your horse, the rake lines in the dirt along the list, where the sun was in the sky when you knocked Balon I will remember it all until I die. That was the best day of my life. And I remember being on the field after it was over. All the competitors were done. I was the last one out there. And I could not leave. I could not bring myself to go and sit with my family at a table so far on the edge of the feast you could barely even see the bride. And I could not bear to tell them what it had been like squiring for you, when I knew that they could never have the faintest idea what I was talking about. I understand completely. How could you? Sorry, I I did not mean to doubt you. It just that I I was 16 once. I also had to replace someone squire on short notice. Which knight was it? Barristan Selmy. The fight against the Kingswood Outlaws. Before your time. What was he like? He was A painter. A painter who only used red. I could not imagine being able to fight like that, not back then. And to help him do that, to be a part of something that perfect. I do not need to explain how that felt, not to you. It hard to put into words. It like stepping into a dream you have been dreaming for as long as you can remember, and finding out that the dream is more real than your life. (nods) Leaving that battlefield was like being dragged off to prison. Did you squire for him again? No. I did not have your gift. He could not take a step without stepping on me. I was awful, a complete liability. Until one of the outlaws decided to take on a 16-year-old squire. (smiles) It a good thing I am who I am. I would have been useless at anything else. I am not well-suited for imprisonment. Shocking, I know. Some men are. Ned Stark, I imagine he made an excellent prisoner right up until the end. Not me, though. My life has left me uniquely unfit for constraint. And have you thought about Of course. Every day. And? Good prisoners breed good jailers, apparently. The Starks are very careful. (nods) But there is a way, I think. It was not possible until now. What is it? It actually quite simple. Well, let me help you. You will only have to do one thing. Tell me. You will have to die.",painter squire squir frey willem step embarrass could rememb,"['willem_lannister', 'cinda', 'stark_guard', 'house_lannister', 'balon_greyjoy', 'eddard_stark, 'barristan_selmy', 'kingswood outlaws', 'kingswood outlaws', 'kingswood outlaws']",0,2E07S11,18,[1]
365,2,7,365,2268.36,2350.72,"quaithe,jorah_mormont","quaithe,jorah_mormont","Daenerys Targaryen's claim to the throne,Jorah Mormont's journey",Daenerys Targaryen- Daenerys at Qarth-Daenerys and Jorah,"Jorah the Andal. This man must sail past old Valyria. All who travel too close to the doom must have protection. I did not come here for lessons. No, you came for the dragons. You have them? Where are they? Draw your sword. See what your steel is worth. You want to please the Mother of Dragons. You love her. Where are the dragons? Will you betray her again, Jorah the Andal? Will you betray her again? Never. The thief you seek is with her now.",dragon andal valyria old betray must jorah thief draw,"['razdal_mo_eraz', 'jorah_mormont', 'valyria', 'dragons of mother', 'valyria', 'mother of dragons', 'valyria', 'mother of dragons']",0,2E07S13,19,[2]
366,2,7,366,2350.72,2506.92,"xaro_xhoan_daxos,silk_king,daenerys_targaryen,pyat_pree,spice_king","pyat_pree,jorah_mormont,kovarro,daenerys_targaryen,silk_king,spice_king,quaithe,xaro_xhoan_daxos",Daenerys Targaryen's claim to the throne,Daenerys Targaryen- Daenerys at Qarth-Daenerys and her dragons,"I did not leave the comfort of home to come to yours and be called a thief. No one is calling you a thief. Who is she to accuse us? Please, they are my children. I am begging you. Begging us? It was not very long ago you were threatening us. Without me, the dragons will die. It will be for the best. Your dragons will bring the world nothing but death and misery, my dear. If I knew where they were, I would not tell you. You are cruel, my friend. The Mother of Dragons is in the right. She must be reunited with her babies. I will help you, Khaleesi. How? I will take you to the House of the Undying where I have put them. You have my dragons? When I learned you were coming to our city, I made an arrangement with the King He procured them for me. But there is no King There is now. That was the other half of the arrangement. You would keep your gates and your minds closed to everything outside your walls, but Qarth cannot remain the greatest city that ever was if it refuses to change. I will open Qarth to the world as I have forced it to open itself to me. Your ambition is an inspiration. But like all upstarts, you overreach. Three dragons the size of cats and an alliance with a charlatando not make you a king An upstart and a charlatan? Empires have been built by less. Those on the margins often come to control the center, and those in the center make room for them, willingly or otherwise. The Mother of Dragons will be with her babies. She will give them her love and they will thrive by her side, forever. A mother should be with her children. Where will you run to, Daenerys Stormborn? Your dragons wait for you in the House of the Undying. Come see them.",dragon beg call center mother babi qarth thief upstart arrang,"['khaleesi_handmaiden_1', 'daenerys_targaryen', 'faith_militant_1', 'lothar_frey', 'undying the of house', 'dragons of mother', 'undying the of house', 'house of the undying', 'mother of dragons', 'house of the undying', 'house of the undying', 'mother of dragons', 'house of the undying']",1,2E07S19,20,[3]
367,2,7,367,2506.92,2526.88,"brienne_of_tarth,jacks,catelyn_stark","brienne_of_tarth,jacks,catelyn_stark","Robb Stark as a king in the north,Jaime Lannister deeds,Catelyn Stark's Journey",Catelyn Stark-Jaime inprisoned by Robb,"Lady Stark! No farther. Keep your hands off me, woman. Do not enter without an invitation, man. Forgive me. Lady Stark. What is it? They caught the Kingslayer. Kingslayer! Kill the fucking Kingslayer! Hang him! Hang him! You will die today. Justice for the Karstark. Gut him!",ladi kill keep gut karstark invit die hang enter farther,"['lady_crane', 'karstark', 'karstark', 'karstark']",0,2E07S18,21,[4]
368,2,7,368,2526.88,2653.32,"rickard_karstark,jaime_lannister,robb_stark,brienne_of_tarth,catelyn_stark","kovarro,pyat_pree,jacks,daenerys_targaryen,jaime_lannister,catelyn_stark,brienne_of_tarth,jorah_mormont","Robb Stark as a king in the north,Jaime Lannister deeds,Catelyn Stark's Journey",Robb Stark-Robb as a king in the north-Jaime inprisoned by Robb,"Get back! I want his head! Any man who stands between a father and his vengeance asks for death. Lord Karstark, this man is our prisoner. This monsterkilled my son And crippled mine. He will answer for his crimes, I promise you, but not here. I will have his head. And if you try and stop me You will strike me down? Have you forgotten me, ser? I am the widow of your liege, Lord Eddard Stark. I am the mother of your king And where is our king You know very well. He has gone to the Crag to accept the surrender. Aye, gone to the Crag, but not to negotiate. He brought that foreign bitch with him. How dare you! Threatening my lady is an act of treason. Treason? How can it be treason to kill Lannisters? I understand your grief, my lord, better than most, I understand it. But in the name of my sonthe King When your son Wise men do not make demands of kings. Fathers who love their sons do. I will have his head. Thank you for fighting on my behalf, Lady Stark. I would have come to your defense, but Take him to the stockades. Bind him with every chain you can find! You have become a real she-wolf in your later years. There not much fish left in you. And gag him!",crag gone head understand son treason men king,"['bran_stark', 'lannister_captain', 'karstark_soldier_1', 'aya', 'lady_crane', 'eddard_stark']",0,2E07S21,22,[3]
369,2,7,369,2653.32,2847.08,"tyrion_lannister,cersei_lannister","rickard_karstark,cersei_lannister,jacks,jaime_lannister,catelyn_stark,brienne_of_tarth,tyrion_lannister","Tyrion Lannister's Journey-Tyrion Lannister as king's hand,Cersei Lannister as Queen,Daenerys Targaryen's claim to the throne",Tyrion Lannister-Tyrion as hand of the king,"Since I decided that I ca not stand to look at any of my handmaidens for another instant. How many times can you read one raven scroll? Stannis Baratheon fleet has been spotted sailing north past Tarth, 200 ships. More than we have. Yes, that more than we have. He will be at our gates within five days, four if he has the wind. We have strong, high walls. We will rain fire down on them from above. "" Rain fire on them from above. "" You are quoting Father Why not? He has a good mind for strategy, does not he? Call it tactics, not strategy. But, yes, he does have a good mind for it. The best mind, some would say. Sadly, he not here. It just you, me and Joffrey, the Lord of the Seven Kingdoms and Protector of the Realm. I am sure you will make a point eventually. He needs to start acting like a king This war you started is coming to our doorstep. And if the entire city wants Joffrey dead I am not the one giving the boy whores to abuse. I thought the girls might help him. Did you? I was wrong. If we ca not control him Do you think I have not tried? He does not listen to me. It hard to put a leash on a dog once you have put a crown on its head. I always hoped he would be like Jaime. He looks like him. In a certain light. The boy Robert was a drunken fool, but he did not enjoy cruelty. Sometimes I wonder. What? If this is the price for what we have done, for our sins. Sins? The Targaryens Wed brother and sister for hundreds of years, I know. That what Jaime and I would say to each other in our moments of doubt. It what I told Ned Stark when he was stupid enough to confront me. Half the Targaryens went mad, did not they? What the saying? "" Every time a Targaryen is born, the Gods flip a coin. "" You have beaten the odds. Tommen and Myrcella are good, decent children, both of them.",jaime would fire targaryen rain good sin mind strategi,"['house_targaryen', 'jaime_lannister', 'robert_baratheon', 'house_targaryen', 'myrcella_baratheon', 'joffrey_baratheon', 'ros', 'eddard_stark, 'tommen_baratheon', 'baratheon stannis', 'tarth', 'lord kingdoms seven of the', 'realm the protector of', 'stannis baratheon', 'tarth', 'lord of the seven kingdoms', 'protector of the realm', 'stannis baratheon', 'tarth', 'lord of the seven kingdoms', 'protector of the realm']",0,2E06S8,23,[1]
370,2,7,370,2847.08,2876.4,"brienne_of_tarth,catelyn_stark","brienne_of_tarth,catelyn_stark","Robb Stark as a king in the north,Jaime Lannister deeds,Catelyn Stark's Journey",Robb Stark-Robb as a king in the north-Jaime inprisoned by Robb,"Then why wait? We are sworn to the king. There not a king. That treason. So is saving Lannisters, yeah? Back off, you. No, I will not. Your son So they say. The Kingslayer will not last the night. The more they drink, the angrier they will get. And when the Karstarks draw their swords Who wants to die defending a Lannister?",last sworn karstark defend sword draw yeah king,"['house_lannister', 'karstark_soldier_1', 'kingslayer', 'kingslayer', 'kingslayer']",0,2E07S22,24,[16]
371,2,7,371,2876.4,3053.56,"brienne_of_tarth,jaime_lannister,catelyn_stark","jaime_lannister,catelyn_stark,brienne_of_tarth","Robb Stark as a king in the north,Jaime Lannister deeds,Catelyn Stark's Journey",Robb Stark-Robb as a king in the north-Jaime inprisoned by Robb,"I need to be alone with him. My lady, our orders Your orders, which I just gave you, are to leave me alone with him. Come to say goodbye, Lady Stark? I believe it my last night in this world. Is that a woman? Do you hear them out there? They want your head. Old Lord Karstark does not seem to like me. You strangled his son Oh. Oh. Was he the one on guard duty? He was in my way. Any knight would have done the same. You are no knight. You have forsaken every vow you ever took. So many vows. They make you swear and swear. Defend the king, obey the king, obey your father, protect the innocent, defend the weak. But what if your fatherdespises the king No matter what you do, you are forsaking one vow or another. Where did you find this beast? She is a truer knight than you will ever be, Kingslayer. Kingslayer. What a king Here to Aerys Targaryen, the Second of His Name, Lord of the Seven Kingdoms, Protector of the Realm, and to the sword I shoved in his back. You are a man without honor. Do you know, I have never been with any woman but Cersei. So in my own way, I have more honor than poor old dead Ned. What was the name of that bastard Brienne. No, that was not it. Snow, a bastard Now, when When good old Ned came home with some whore baby, did you pretend to love it? No. You are not very good at pretending. You are an honest woman. You hated that boy Your sword.",woman swear old knight order defend vow pretend obey king,"['house_targaryen', 'eddard_stark', 'cersei_lannister', 'aerys_targaryen', 'lady_crane', 'brienne_of_tarth', 'the realm', 'the realm', 'the realm']",0,2E07S24,25,[10]
372,2,7,372,3053.56,3175.36,"maester_luwin,theon_greyjoy","theon_greyjoy,yara_greyjoy,dagmer_cleftjaw",Theon Greyjoy's journey,Theon Greyjoy-Theon invade winterfell,"I told you what would happen. All of you. I told you what would happen if you served me loyally. And what would happen if you did not. What are you doing? What have you done? If there are any who still question whether your new lord means what he says, here is the answer to your question. No!",lord would happen question whether mean told,[],0,"2E07S12,2E07S10",26,[13]
373,2,8,373,148.04,339.08,"yara_greyjoy,theon_greyjoy","theon_greyjoy,yara_greyjoy",Theon Greyjoy's journey,"Theon Greyjoy-Theon invade winterfell, Bran Stark-Bran scaped from Theon","Open the gate! Why, it the Prince of Winterfell. Envy is not attractive. What envy? You should be proud of your brother achievement. I took the great castle of Winterfell with 20 men. You are a great warrior. I saw the bodies above your gates. Which one gave you the tougher fight, the crippleor the six-year-old I treated the Stark boys with honor, and they repaid me with treachery. You treated them with honor? By butchering them? Before I had to kill them, - I treated them - You seized their home, as is your right. We are ironborn, we take what we need. Exactly. Then you made them prisoners in their home and they ran away. Is that treachery? I would call it bravery. They made me a promise Your little boy prisoners made you a promise and you got mad when they broke it? Are you the dumbest cunt alive? Do not call me A cunt. A dumb cunt who killed the only two Starks in Winterfell. You know how valuable those boys were? If I had not killed them, the Northerners would think me weak. You are weak. And you are stupid. I am warning you. Go on, then. Warn me. You have not brought enough men. How am I supposed to defend Winterfell with just this lot? You are not. I have come to bring you home. Father Is this a joke? Winterfell is the heart of the North. Aye, it is, hundreds of miles from the sea. We are islanders, baby brother. Had you forgotten that? Our power comes from our ships. And now that you have decorated your walls with the bodies of the Stark boys, every man in the North wants to see you hanged. When Robb Stark finds out He will not find out. We have killed all the ravens. We have all the horses. I have taken Winterfell. And I will keep Winterfell. (to her men) Leave us. Theon, you are my blood. We both loved our mother We both endured our father Come home with me. Do not die here alone. I do not intend to die. You were a terrible baby, do you know that? Bawling all the time, never sleeping. And one night, you just would not shut up, screaming like a dying pig. I walked over to your crib, I looked down at you. I wanted to strangle you. And you looked up at me and you stopped screaming. You smiled at me. Do not die so far from the sea.",treat envi cunt die home made stark treacheri,"['bawling', 'winterfell_shepherd', 'robb_stark', 'stark_guard', 'winterfell', 'stark', 'winterfell', 'northerners', 'winterfell', 'north', 'stark', 'north', 'winterfell', 'stark', 'winterfell', 'northerners', 'winterfell', 'north', 'stark', 'north', 'winterfell', 'stark', 'winterfell', 'northerners', 'winterfell', 'north', 'stark', 'north']",0,2E08S2,3,[6]
374,2,8,374,339.08,446.88,"rattleshirt,ygritte,jon_snow,qhorin_halfhand","ygritte,rattleshirt,jon_snow,qhorin_halfhand",Jon Snow as Lord Commander-Jon Snow and Ygritte relationship,Jon Snow -Jon as night's watch-Jon and Ygritte,"I have brought you a present, Lord of Bones. I already got one crow. Do not need two. Mance will want to question this one. Knows all about where the crows are and what they are planning. The Halfhand knows more. This one is just a little boy. Gut him. He could have killed me half a dozen times. And now he wishes he did. Gut him. He a bastardof Winterfell, Ned Stark son What does Mance want with a dead man bastard I do not know. I think he will want to decide for himself. He runs, I will chop his balls off. He runs, I will do it meself. We are even now, Jon Snow. I could not do it. I had the sword on her neck, I just could not I know. The others? When you did not come back, we went looking for you. We found your tracks fast enough. But they found us before we found you. They died because of me. See that it was not for nothing. All right, up, lad. Come on, your feet, now. Move it.",gut know run found mance right could crow,"['ned_umber', 'winterfell_stark', 'jon_snow', 'halfhand', 'mance_rayder']",0,2E07S14,4,[0]
375,2,8,375,446.88,592.92,"robb_stark,talisa_stark","talisa_maegyr,robb_stark","Robb Stark as a king in the north-Robb Stark and Talisa relationship,Jaime Lannister deeds",Robb Stark-Robb as a king in the north-Robb and Talisa,"Is she beautiful? I have never met her. What her name? Frey I do not know her first name. I am sure you will be very happy. And you are marrying her for a bridge? An important bridge. Ah. It was before they killed my father I still thought I could march south and rescue him in time, but only if I crossed that bridge. When I speak to people from the North, they all loved your father He was the best man I ever met. I know children always think that about their fathers, but Children do not always think that about their fathers, believe me. He once told me that being a lord is like being a father, except you have thousands of children and you worry about all of them. The farmers plowing the fields are yours to protect. The charwomen scrubbing the floors, yours to protect. The soldiers you order into battle. He told me he woke with fear in the morning and went to bed with fear in the night. I did not believe him. I asked him, "" How can a man be brave if he afraid? "" "" That is the only time a man can be brave, "" he told me. I wish I could have met him. He would have liked you. (chuckles) Most lords worry more about their gold and their glory than the charwomen scrubbing their floors. He did not care much about gold or glory. And you? You think I am fighting this war so they will sing songs about me? I want to go home. I want the men following me to go home. Then why do not you? Because we will never be safe until the Lannisters are defeated. And because I believe in justice. Chopping off Joffrey head, you mean. That would be a start. Your Grace, milady. The Kingslayer, he escaped in the night. How? How?",think met scrub bridge man child gold alway,"['frey_guard', 'joffrey_baratheon', 'north', 'lannisters', 'kingslayer', 'north', 'lannisters', 'kingslayer', 'north', 'lannisters', 'kingslayer']",1,2E07S11,5,[13]
376,2,8,376,592.92,689.52,"rickard_karstark,jaime_lannister,robb_stark,catelyn_stark","rickard_karstark,talisa_maegyr,robb_stark,stark_messenger,catelyn_stark","Robb Stark as a king in the north,Jaime Lannister deeds,Catelyn Stark's Journey","Robb Stark-Robb as a king in the north-Catelyn free Jaime, Catelyn Stark- Catelyn free Jaime","Tell me this is not true. Why? For the girls. You betrayed me. Robb No! You knew I would not allow it and you did it anyway. Bran and Rickon are captives in Winterfell. Sansa and Arya are captives in King Landing. I have five children, and only one of them is free. I lost one son fighting by your son side. I lost another to the Kingslayer, strangled with a chain. You commit treason because your children are prisoners? I would carve out my heart and offer it to the Father, if he would let my sons wake from their graves and step into a prison cell. I grieve for your sons, my lord. I do not want your grief. I want my vengeance. And you stole it from me. Killing Jaime Lannister would not buy life for your children, but returning him to King Landing may buy life for mine. Jaime Lannister has played you for a fool. You have weakened our position. You have brought discord into our camp. And you did it all behind my back. Make sure she guarded day and night. Robb. How many men did we send in pursuit of the Kingslayer? Forty, Your Grace. Send another 40 with our fastest horses. Robb.",jaime land robb lost son captive child prison buy,"['bran_stark', 'landing', 'rickon_stark', 'jaime_lannister', 'farmer_hamlet', 'arya_stark', 'winterfell', 'sansa_stark', 'kingslayer', 'winterfell', 'sansa_stark', 'kingslayer', 'winterfell', 'sansa_stark', 'kingslayer']",0,2E08S5,6,[14]
